familial giant hypertrophic gastritis	http://purl.obolibrary.org/obo/DOID_8757	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
menetrier disease	http://purl.obolibrary.org/obo/DOID_8757	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
hypertrophic gastritis	http://purl.obolibrary.org/obo/DOID_8757	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
giant rugal hypertrophy of stomach	http://purl.obolibrary.org/obo/DOID_8757	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
anthrax disease	http://purl.obolibrary.org/obo/DOID_7427	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
anthrax disease	http://purl.obolibrary.org/obo/DOID_7427	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
erythema infectiosum	http://purl.obolibrary.org/obo/DOID_8743	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
fifth disease	http://purl.obolibrary.org/obo/DOID_8743	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
erythema infectiosum	http://purl.obolibrary.org/obo/DOID_8743	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
fifth disease	http://purl.obolibrary.org/obo/DOID_8743	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
seborrheic dermatitis	http://purl.obolibrary.org/obo/DOID_8741	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
seborrhoeic dermatitis	http://purl.obolibrary.org/obo/DOID_8741	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
seborrhea	http://purl.obolibrary.org/obo/DOID_8741	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
seborrhoeic eczema	http://purl.obolibrary.org/obo/DOID_8741	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
skin seborrheic	http://purl.obolibrary.org/obo/DOID_8741	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
seborrheic dermatitis	http://purl.obolibrary.org/obo/DOID_8741	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
seborrhoeic dermatitis	http://purl.obolibrary.org/obo/DOID_8741	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
seborrhea	http://purl.obolibrary.org/obo/DOID_8741	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
seborrhoeic eczema	http://purl.obolibrary.org/obo/DOID_8741	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
skin seborrheic	http://purl.obolibrary.org/obo/DOID_8741	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
crohn's disease	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
crohn disease	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
granulomatous colitis	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
crohn's disease of large bowel	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
pediatric crohn's disease	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
crohn's disease of colon	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
crohn' disease	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
crohn disease	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
granulomatous colitis	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
crohn' disease of large bowel	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
pediatric crohn' disease	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
crohn' disease of colon	http://purl.obolibrary.org/obo/DOID_8778	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
contagious pustular dermatitis	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
thistle disease	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
ecthyma, contagious	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
sheep pox	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
ecthyma contagiosum	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
scabby mouth	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
contagious pustular dermatitis	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
thistle disease	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
ecthyma, contagious	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
sheep pox	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
ecthyma contagiosum	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
scabby mouth	http://purl.obolibrary.org/obo/DOID_8771	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
megakaryocytic leukemia	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
thrombocytic leukaemia	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
acute megakaryoblastic leukemia	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
megakaryocytic myelosis	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
acute megakaryoblastic leukaemia, fab m7	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
acute megakaryoblastic leukemia, fab m7	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
megakaryocytic leukemia	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
thrombocytic leukaemia	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
acute megakaryoblastic leukemia	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
megakaryocytic myelosis	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
acute megakaryoblastic leukaemia, fab m7	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
acute megakaryoblastic leukemia, fab m7	http://purl.obolibrary.org/obo/DOID_8761	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
de quervain disease	http://purl.obolibrary.org/obo/DOID_14107	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
radial styloid tenosynovitis	http://purl.obolibrary.org/obo/DOID_14107	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
tenosynovitis, de quervain's	http://purl.obolibrary.org/obo/DOID_14107	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
de quervain disease	http://purl.obolibrary.org/obo/DOID_14107	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
radial styloid tenosynovitis	http://purl.obolibrary.org/obo/DOID_14107	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
tenosynovitis, de quervain'	http://purl.obolibrary.org/obo/DOID_14107	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
acute stress disorder	http://purl.obolibrary.org/obo/DOID_6088	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
traumatic stress disorder	http://purl.obolibrary.org/obo/DOID_6088	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
acute stress disorder	http://purl.obolibrary.org/obo/DOID_6088	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
traumatic stress disorder	http://purl.obolibrary.org/obo/DOID_6088	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
anus cancer	http://purl.obolibrary.org/obo/DOID_14110	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
malignant anal tumor	http://purl.obolibrary.org/obo/DOID_14110	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
anal cancer	http://purl.obolibrary.org/obo/DOID_14110	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
anus cancer	http://purl.obolibrary.org/obo/DOID_14110	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
malignant anal tumor	http://purl.obolibrary.org/obo/DOID_14110	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
anal cancer	http://purl.obolibrary.org/obo/DOID_14110	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
median rhomboid glossitis	http://purl.obolibrary.org/obo/DOID_14111	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
persistent tuberculum impar	http://purl.obolibrary.org/obo/DOID_14111	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
median rhomboid glossitis	http://purl.obolibrary.org/obo/DOID_14111	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
persistent tuberculum impar	http://purl.obolibrary.org/obo/DOID_14111	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
familial lipoprotein lipase deficiency	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
familial chylomicronemia syndrome	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
hypercholesterinaemic xanthomatosis	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
mixed hyperglyceridemia	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
hyperchylomicronemia	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
familial lpl deficiency	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
fredrickson type i hyperlipoproteinemia	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
familial hyperlipoproteinemia type i	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
fredrickson type i lipaemia	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
familial lipoprotein lipase deficiency	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
familial chylomicronemia syndrome	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
hypercholesterinaemic xanthomatosis	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
mix hyperglyceridemia	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
hyperchylomicronemia	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
familial lpl deficiency	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
fredrickson type i hyperlipoproteinemia	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
familial hyperlipoproteinemia type i	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
fredrickson type i lipaemia	http://purl.obolibrary.org/obo/DOID_14118	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
toxic shock syndrome	http://purl.obolibrary.org/obo/DOID_14115	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
toxic shock	http://purl.obolibrary.org/obo/DOID_14115	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
toxic shock syndrome	http://purl.obolibrary.org/obo/DOID_14115	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
toxic shock	http://purl.obolibrary.org/obo/DOID_14115	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
esophageal disease	http://purl.obolibrary.org/obo/DOID_6050	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
esophageal ulcer	http://purl.obolibrary.org/obo/DOID_6050	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
esophageal disease	http://purl.obolibrary.org/obo/DOID_6050	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
esophageal ulcer	http://purl.obolibrary.org/obo/DOID_6050	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
bicipital tenosynovitis	http://purl.obolibrary.org/obo/DOID_14192	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
bicipital tenosynovitis	http://purl.obolibrary.org/obo/DOID_14192	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
frozen shoulder	http://purl.obolibrary.org/obo/DOID_14188	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
adhesive capsulitis of shoulder	http://purl.obolibrary.org/obo/DOID_14188	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
adhesions\-capsulitis,shoulder	http://purl.obolibrary.org/obo/DOID_14188	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
freeze shoulder	http://purl.obolibrary.org/obo/DOID_14188	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
adhesive capsulitis of shoulder	http://purl.obolibrary.org/obo/DOID_14188	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
adhesions\-capsulitis,shoulder	http://purl.obolibrary.org/obo/DOID_14188	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
alcoholic neuropathy	http://purl.obolibrary.org/obo/DOID_14183	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
alcohol\-related polyneuropathy	http://purl.obolibrary.org/obo/DOID_14183	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
alcoholic polyneuropathy	http://purl.obolibrary.org/obo/DOID_14183	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
alcoholic neuropathy	http://purl.obolibrary.org/obo/DOID_14183	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
alcohol\-relate polyneuropathy	http://purl.obolibrary.org/obo/DOID_14183	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
alcoholic polyneuropathy	http://purl.obolibrary.org/obo/DOID_14183	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
polyneuropathy due to drug	http://purl.obolibrary.org/obo/DOID_14184	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
polyneuropathy due to drug	http://purl.obolibrary.org/obo/DOID_14184	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
posterior dislocation of lens	http://purl.obolibrary.org/obo/DOID_14199	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
posterior dislocation of lens	http://purl.obolibrary.org/obo/DOID_14199	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
bilateral hyperactive labyrinth	http://purl.obolibrary.org/obo/DOID_14165	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
hyperactive labyrinth, bilateral	http://purl.obolibrary.org/obo/DOID_14165	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
hyperactive bilateral labyrinthine dysfunction	http://purl.obolibrary.org/obo/DOID_14165	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
bilateral hyperactive labyrinth	http://purl.obolibrary.org/obo/DOID_14165	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
hyperactive labyrinth, bilateral	http://purl.obolibrary.org/obo/DOID_14165	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
hyperactive bilateral labyrinthine dysfunction	http://purl.obolibrary.org/obo/DOID_14165	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
calcific tendinitis	http://purl.obolibrary.org/obo/DOID_14181	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
calcific tendinitis	http://purl.obolibrary.org/obo/DOID_14181	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
congenital hypogammaglobulinemia	http://purl.obolibrary.org/obo/DOID_14177	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
congenital hypogammaglobulinaemia	http://purl.obolibrary.org/obo/DOID_14177	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
congenital hypogammaglobulinemia	http://purl.obolibrary.org/obo/DOID_14177	<http://www.w3.org/2002/07/owl#Thing>	DOID	1
